Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,UF,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
1558,02/02/2006,13,64,17,54,79,000,3,,RS,220.00870,215,1.75677,10011,5012.0,0,0,NÃO,000,000,000
1559,04/02/2006,79,7,66,48,39,000,0,&nbsp,&nbsp,000,133,2.55328,7133,6324.0,0,0,SIM,339.58522,000,000
1560,07/02/2006,42,56,21,52,23,000,3,,DF,235.27910,184,1.99050,8905,5464.0,0,0,NÃO,000,000,000
1560,07/02/2006,42,56,21,52,23,000,3,,PR,235.27910,184,1.99050,8905,5464.0,0,0,NÃO,000,000,000
1560,07/02/2006,42,56,21,52,23,000,3,,PR,235.27910,184,1.99050,8905,5464.0,0,0,NÃO,000,000,000
1561,09/02/2006,36,1,64,71,10,000,2,,GO,164.67561,562,58382,11994,3648.0,0,0,NÃO,000,000,000
1561,09/02/2006,36,1,64,71,10,000,2,,RS,164.67561,562,58382,11994,3648.0,0,0,NÃO,000,000,000
1562,11/02/2006,50,72,53,60,16,000,1,,RN,355.16301,70,5.07376,4741,9952.0,0,0,NÃO,000,000,000
1563,14/02/2006,24,4,43,36,50,000,1,,PB,314.00328,182,1.72529,7913,5271.0,0,0,NÃO,000,000,000
1564,16/02/2006,58,24,68,28,50,000,0,&nbsp,&nbsp,000,95,3.50425,5635,7848.0,0,0,SIM,332.90351,000,000
1565,18/02/2006,79,20,70,9,55,000,1,,SP,738.12620,114,3.55458,6339,8492.0,0,0,NÃO,000,000,000
1566,21/02/2006,62,19,16,27,69,000,1,,RJ,302.84825,108,2.80415,6943,5794.0,0,0,NÃO,000,000,000
1567,23/02/2006,46,78,56,13,52,000,2,,GO,160.81887,170,1.89199,8089,5282.0,0,0,NÃO,000,000,000
1567,23/02/2006,46,78,56,13,52,000,2,,GO,160.81887,170,1.89199,8089,5282.0,0,0,NÃO,000,000,000
1568,25/02/2006,27,63,5,25,29,000,2,,BA,154.49915,233,1.32618,10329,3974.0,0,0,NÃO,000,000,000
1568,25/02/2006,27,63,5,25,29,000,2,,RJ,154.49915,233,1.32618,10329,3974.0,0,0,NÃO,000,000,000
1569,02/03/2006,21,46,50,67,60,000,0,&nbsp,&nbsp,000,64,4.76991,4204,9646.0,0,0,SIM,305.27402,000,000
1570,04/03/2006,72,44,67,32,53,000,2,,SP,355.89872,179,2.27108,7931,6810.0,0,0,NÃO,000,000,000
1570,04/03/2006,72,44,67,32,53,000,2,,SP,355.89872,179,2.27108,7931,6810.0,0,0,NÃO,000,000,000
1571,07/03/2006,58,51,47,40,72,000,0,&nbsp,&nbsp,000,81,3.58953,4310,8961.0,0,0,SIM,290.75184,000,000
1572,09/03/2006,13,43,45,76,74,000,1,,SP,687.17405,228,1.73869,9849,5347.0,0,0,NÃO,000,000,000
1573,11/03/2006,8,64,47,58,37,000,1,,RJ,343.41243,148,2.32036,7694,5929.0,0,0,NÃO,000,000,000
1574,14/03/2006,55,78,17,16,79,000,1,,SC,298.06336,119,2.50474,5516,7178.0,0,0,NÃO,000,000,000
1575,16/03/2006,49,42,73,68,41,000,0,&nbsp,&nbsp,000,114,2.79938,5881,7209.0,0,0,SIM,319.12904,000,000
1576,18/03/2006,1,26,42,59,75,000,3,,SP,241.97141,154,2.64146,7467,7237.0,0,0,NÃO,000,000,000
1576,18/03/2006,1,26,42,59,75,000,3,,SP,241.97141,154,2.64146,7467,7237.0,0,0,NÃO,000,000,000
1576,18/03/2006,1,26,42,59,75,000,3,,SP,241.97141,154,2.64146,7467,7237.0,0,0,NÃO,000,000,000
1577,21/03/2006,56,10,13,25,67,000,0,&nbsp,&nbsp,000,173,1.67754,8764,4399.0,0,0,SIM,290.21472,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,AM,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,BA,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,DF,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,MG,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,MG,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,PR,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,PR,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,RJ,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,RN,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1578,23/03/2006,27,6,17,1,9,000,10,,RS,66.39186,446,83790,14281,3476.0,0,0,NÃO,000,000,000
1579,25/03/2006,61,77,69,3,76,000,0,&nbsp,&nbsp,000,119,2.72028,5480,7847.0,0,0,SIM,323.71370,000,000
1580,28/03/2006,9,39,47,16,75,000,2,,MG,335.23549,177,1.95908,8302,5548.0,0,0,NÃO,000,000,000
1580,28/03/2006,9,39,47,16,75,000,2,,SP,335.23549,177,1.95908,8302,5548.0,0,0,NÃO,000,000,000
1581,30/03/2006,14,30,70,42,12,000,0,&nbsp,&nbsp,000,142,2.12909,6311,6363.0,0,0,SIM,302.33072,000,000
1582,01/04/2006,60,66,52,34,37,000,2,,PE,340.82942,175,2.16759,7226,6974.0,0,0,NÃO,000,000,000
1582,01/04/2006,60,66,52,34,37,000,2,,RJ,340.82942,175,2.16759,7226,6974.0,0,0,NÃO,000,000,000
1583,04/04/2006,54,51,1,57,29,000,1,,PR,292.71463,125,2.34172,6315,6158.0,0,0,NÃO,000,000,000
1584,06/04/2006,12,65,64,69,40,000,0,&nbsp,&nbsp,000,104,3.15774,5526,7894.0,0,0,SIM,328.40500,000,000
1585,08/04/2006,28,5,15,37,1,000,3,,RJ,243.25425,271,1.48102,13371,3987.0,0,0,NÃO,000,000,000
1585,08/04/2006,28,5,15,37,1,000,3,,SP,243.25425,271,1.48102,13371,3987.0,0,0,NÃO,000,000,000
1585,08/04/2006,28,5,15,37,1,000,3,,SP,243.25425,271,1.48102,13371,3987.0,0,0,NÃO,000,000,000
1586,11/04/2006,13,28,72,4,17,000,0,&nbsp,&nbsp,000,235,1.28011,10317,3874.0,0,0,SIM,300.82542,000,000
1587,13/04/2006,6,23,54,30,4,000,0,&nbsp,&nbsp,000,254,1.46974,10972,4519.0,0,0,SIM,674.13823,000,000
1588,15/04/2006,56,57,70,36,23,000,0,&nbsp,&nbsp,000,103,2.98045,5227,7802.0,0,0,SIM,981.12432,000,000
1589,18/04/2006,14,7,56,47,17,000,2,,PE,717.99075,364,1.24961,15996,3778.0,0,0,NÃO,000,000,000
1589,18/04/2006,14,7,56,47,17,000,2,,SP,717.99075,364,1.24961,15996,3778.0,0,0,NÃO,000,000,000
1590,20/04/2006,45,18,28,12,73,000,0,&nbsp,&nbsp,000,212,1.51787,9089,4704.0,0,0,SIM,321.78795,000,000
1591,22/04/2006,33,32,51,53,10,000,0,&nbsp,&nbsp,000,121,2.49994,6556,6129.0,0,0,SIM,624.28011,000,000
1592,25/04/2006,55,4,45,37,65,000,1,,RS,1.030.29105,126,3.22231,8270,6522.0,0,0,NÃO,000,000,000
1593,27/04/2006,63,40,56,50,43,000,2,,ES,154.38942,90,3.43088,4753,8630.0,0,0,NÃO,000,000,000
1593,27/04/2006,63,40,56,50,43,000,2,,SC,154.38942,90,3.43088,4753,8630.0,0,0,NÃO,000,000,000
1594,29/04/2006,57,61,6,79,34,000,0,&nbsp,&nbsp,000,121,2.68007,5782,7450.0,0,0,SIM,324.28776,000,000
1595,02/05/2006,41,45,64,52,31,000,0,&nbsp,&nbsp,000,83,3.17908,4697,7462.0,0,0,SIM,588.15092,000,000
1596,04/05/2006,54,44,26,3,49,000,1,,CE,1.021.83336,271,1.60030,11906,4839.0,0,0,NÃO,000,000,000
1597,06/05/2006,29,45,53,7,78,000,1,,RS,337.47172,217,1.55517,8297,5403.0,0,0,NÃO,000,000,000
1598,09/05/2006,8,44,67,32,46,000,1,,AL,301.98901,175,1.72565,8030,4996.0,0,0,NÃO,000,000,000
1599,11/05/2006,13,41,80,71,36,000,3,,BA,108.34442,129,2.51964,7125,6060.0,0,0,NÃO,000,000,000
1599,11/05/2006,13,41,80,71,36,000,3,,SP,108.34442,129,2.51964,7125,6060.0,0,0,NÃO,000,000,000
1599,11/05/2006,13,41,80,71,36,000,3,,SP,108.34442,129,2.51964,7125,6060.0,0,0,NÃO,000,000,000
1600,13/05/2006,21,33,61,36,56,000,0,&nbsp,&nbsp,000,96,3.46752,5710,7744.0,0,0,SIM,332.88164,000,000
1601,16/05/2006,20,49,42,80,79,000,1,,PI,682.08670,106,3.29439,5820,7970.0,0,0,NÃO,000,000,000
1602,18/05/2006,49,4,64,30,73,000,1,,SP,283.26206,94,3.01343,5200,7236.0,0,0,NÃO,000,000,000
1603,21/05/2006,5,77,51,45,56,000,2,,DF,154.39804,132,2.33936,7218,5683.0,0,0,NÃO,000,000,000
1603,21/05/2006,5,77,51,45,56,000,2,,RS,154.39804,132,2.33936,7218,5683.0,0,0,NÃO,000,000,000
1604,23/05/2006,40,36,24,21,71,000,2,,GO,131.63212,91,2.89301,4576,7642.0,0,0,NÃO,000,000,000
1604,23/05/2006,40,36,24,21,71,000,2,,MA,131.63212,91,2.89301,4576,7642.0,0,0,NÃO,000,000,000
1605,25/05/2006,78,12,11,33,36,000,0,&nbsp,&nbsp,000,122,2.41201,7265,5381.0,0,0,SIM,294.26512,000,000
1606,27/05/2006,64,76,25,77,57,000,0,&nbsp,&nbsp,000,171,2.07627,7377,6393.0,0,0,SIM,649.30740,000,000
1607,30/05/2006,3,40,68,50,32,000,0,&nbsp,&nbsp,000,113,3.34403,6395,7850.0,0,0,SIM,1.027.18297,000,000
1608,01/06/2006,47,28,29,13,77,000,2,,PR,752.83171,329,1.45435,14327,4437.0,0,0,NÃO,000,000,000
1608,01/06/2006,47,28,29,13,77,000,2,,SE,752.83171,329,1.45435,14327,4437.0,0,0,NÃO,000,000,000
1609,03/06/2006,30,35,43,79,40,000,0,&nbsp,&nbsp,000,82,4.12454,5128,8761.0,0,0,SIM,338.21249,000,000
1610,06/06/2006,18,48,46,69,61,000,2,,GO,366.68150,159,2.48522,7532,6969.0,0,0,NÃO,000,000,000
1610,06/06/2006,18,48,46,69,61,000,2,,PR,366.68150,159,2.48522,7532,6969.0,0,0,NÃO,000,000,000
1611,08/06/2006,50,16,40,4,8,000,3,,BA,111.31005,221,1.51100,11151,3978.0,0,0,NÃO,000,000,000
1611,08/06/2006,50,16,40,4,8,000,3,,RJ,111.31005,221,1.51100,11151,3978.0,0,0,NÃO,000,000,000
1611,08/06/2006,50,16,40,4,8,000,3,,RJ,111.31005,221,1.51100,11151,3978.0,0,0,NÃO,000,000,000
1612,10/06/2006,63,59,37,4,38,000,1,,MG,324.44167,153,2.12054,7264,5933.0,0,0,NÃO,000,000,000
1613,13/06/2006,36,1,9,50,44,000,1,,RJ,243.94873,134,1.82052,6124,5291.0,0,0,NÃO,000,000,000
1614,17/06/2006,22,49,9,52,10,000,3,,MG,121.34565,219,1.66227,9618,5028.0,0,0,NÃO,000,000,000
1614,17/06/2006,22,49,9,52,10,000,3,,MG,121.34565,219,1.66227,9618,5028.0,0,0,NÃO,000,000,000
1614,17/06/2006,22,49,9,52,10,000,3,,SP,121.34565,219,1.66227,9618,5028.0,0,0,NÃO,000,000,000
1615,20/06/2006,33,38,58,49,6,000,1,,SP,287.46730,126,2.28149,6441,5929.0,0,0,NÃO,000,000,000
1616,22/06/2006,41,6,35,58,12,000,1,,SP,249.00793,140,1.77863,6069,5451.0,0,0,NÃO,000,000,000
1617,24/06/2006,63,11,21,52,70,000,0,&nbsp,&nbsp,000,79,3.73190,4383,8935.0,0,0,SIM,294.82013,000,000
1618,27/06/2006,67,11,43,48,57,000,1,,SP,575.95514,92,3.05582,5414,6897.0,0,0,NÃO,000,000,000
1619,29/06/2006,26,70,6,74,65,000,0,&nbsp,&nbsp,000,87,3.26007,4205,8959.0,0,0,SIM,283.62554,000,000
1620,01/07/2006,34,57,32,45,41,000,0,&nbsp,&nbsp,000,120,2.67050,6867,6199.0,0,0,SIM,604.08535,000,000
1621,04/07/2006,4,15,66,5,79,000,2,,RJ,494.52706,163,2.36177,8544,5986.0,0,0,NÃO,000,000,000
1621,04/07/2006,4,15,66,5,79,000,2,,SP,494.52706,163,2.36177,8544,5986.0,0,0,NÃO,000,000,000
1622,06/07/2006,39,44,68,16,73,000,3,,SP,99.27588,170,1.75193,6768,5845.0,0,0,NÃO,000,000,000
1622,06/07/2006,39,44,68,16,73,000,3,,SP,99.27588,170,1.75193,6768,5845.0,0,0,NÃO,000,000,000
1622,06/07/2006,39,44,68,16,73,000,3,,SP,99.27588,170,1.75193,6768,5845.0,0,0,NÃO,000,000,000
1623,08/07/2006,9,44,78,6,23,000,3,,ES,103.77331,240,1.29717,8728,4738.0,0,0,NÃO,000,000,000
1623,08/07/2006,9,44,78,6,23,000,3,,MG,103.77331,240,1.29717,8728,4738.0,0,0,NÃO,000,000,000
1623,08/07/2006,9,44,78,6,23,000,3,,TO,103.77331,240,1.29717,8728,4738.0,0,0,NÃO,000,000,000
1624,11/07/2006,63,26,32,9,61,000,1,,RJ,281.93956,107,2.63495,5401,6935.0,0,0,NÃO,000,000,000
1625,13/07/2006,75,40,71,62,48,000,0,&nbsp,&nbsp,000,64,4.81297,4411,9276.0,0,0,SIM,308.02980,000,000
1626,15/07/2006,8,46,60,49,36,000,0,&nbsp,&nbsp,000,138,2.66397,7289,6700.0,0,0,SIM,675.65809,000,000
1627,18/07/2006,50,51,6,70,7,000,1,,RS,1.077.36131,168,2.39109,8310,6421.0,0,0,NÃO,000,000,000
1628,20/07/2006,28,56,79,49,11,000,2,,RS,155.66523,186,1.67382,7692,5377.0,0,0,NÃO,000,000,000
1628,20/07/2006,28,56,79,49,11,000,2,,SP,155.66523,186,1.67382,7692,5377.0,0,0,NÃO,000,000,000
1629,22/07/2006,33,10,13,34,74,000,1,,BA,312.55835,192,1.62791,9646,4304.0,0,0,NÃO,000,000,000
1630,25/07/2006,32,35,19,9,34,000,1,,RS,287.31940,227,1.26572,9471,4030.0,0,0,NÃO,000,000,000
1631,27/07/2006,28,61,24,46,35,000,0,&nbsp,&nbsp,000,130,2.27343,6169,6364.0,0,0,SIM,295.54593,000,000
1632,29/07/2006,42,21,25,60,38,000,1,,RJ,651.47236,166,2.14414,7127,6634.0,0,0,NÃO,000,000,000
1633,01/08/2006,20,46,57,77,18,000,0,&nbsp,&nbsp,000,99,2.60281,4573,7485.0,0,0,SIM,257.67887,000,000
1634,03/08/2006,39,42,73,57,41,000,0,&nbsp,&nbsp,000,141,2.34555,6411,6853.0,0,0,SIM,588.40101,000,000
1635,05/08/2006,52,22,50,18,6,000,1,,RS,1.016.92567,264,1.62320,10530,5406.0,0,0,NÃO,000,000,000
1636,08/08/2006,50,57,27,29,37,000,3,,GO,98.30769,122,2.41741,6008,6521.0,0,0,NÃO,000,000,000
1636,08/08/2006,50,57,27,29,37,000,3,,RJ,98.30769,122,2.41741,6008,6521.0,0,0,NÃO,000,000,000
1636,08/08/2006,50,57,27,29,37,000,3,,SP,98.30769,122,2.41741,6008,6521.0,0,0,NÃO,000,000,000
1637,10/08/2006,71,17,46,41,57,000,2,,RJ,160.51187,136,2.36047,6240,6834.0,0,0,NÃO,000,000,000
1637,10/08/2006,71,17,46,41,57,000,2,,SP,160.51187,136,2.36047,6240,6834.0,0,0,NÃO,000,000,000
1638,12/08/2006,79,48,62,21,71,000,0,&nbsp,&nbsp,000,90,3.69204,5353,8246.0,0,0,SIM,332.28388,000,000
1639,15/08/2006,25,68,38,14,7,000,3,,DF,221.73903,256,1.30052,9966,4439.0,0,0,NÃO,000,000,000
1639,15/08/2006,25,68,38,14,7,000,3,,ES,221.73903,256,1.30052,9966,4439.0,0,0,NÃO,000,000,000
1639,15/08/2006,25,68,38,14,7,000,3,,PR,221.73903,256,1.30052,9966,4439.0,0,0,NÃO,000,000,000
1640,17/08/2006,50,10,20,67,64,000,0,&nbsp,&nbsp,000,108,2.85313,5961,6867.0,0,0,SIM,308.13786,000,000
1641,19/08/2006,19,23,67,18,34,000,2,,AL,344.53304,179,2.12809,10183,4970.0,0,0,NÃO,000,000,000
1641,19/08/2006,19,23,67,18,34,000,2,,DF,344.53304,179,2.12809,10183,4970.0,0,0,NÃO,000,000,000
1642,22/08/2006,17,74,15,57,73,000,3,,MA,95.33963,92,3.10890,5937,6400.0,0,0,NÃO,000,000,000
1642,22/08/2006,17,74,15,57,73,000,3,,SP,95.33963,92,3.10890,5937,6400.0,0,0,NÃO,000,000,000
1642,22/08/2006,17,74,15,57,73,000,3,,TO,95.33963,92,3.10890,5937,6400.0,0,0,NÃO,000,000,000
1643,24/08/2006,36,70,58,9,14,000,4,,BA,76.37013,174,1.75564,8054,5038.0,0,0,NÃO,000,000,000
1643,24/08/2006,36,70,58,9,14,000,4,,SP,76.37013,174,1.75564,8054,5038.0,0,0,NÃO,000,000,000
1643,24/08/2006,36,70,58,9,14,000,4,,SP,76.37013,174,1.75564,8054,5038.0,0,0,NÃO,000,000,000
1643,24/08/2006,36,70,58,9,14,000,4,,SP,76.37013,174,1.75564,8054,5038.0,0,0,NÃO,000,000,000
1644,26/08/2006,59,76,55,33,66,000,0,&nbsp,&nbsp,000,145,2.17964,7138,5882.0,0,0,SIM,316.04828,000,000
1645,29/08/2006,8,65,26,69,1,000,0,&nbsp,&nbsp,000,119,2.70787,6046,7079.0,0,0,SIM,638.28483,000,000
1646,31/08/2006,42,40,30,52,76,000,1,,MG,1.046.47144,115,3.54945,6124,8854.0,0,0,NÃO,000,000,000
1647,02/09/2006,48,71,2,55,74,000,0,&nbsp,&nbsp,000,90,3.22343,5029,7663.0,0,0,SIM,290.10846,000,000
1648,05/09/2006,43,36,35,64,72,000,0,&nbsp,&nbsp,000,150,2.37634,7663,6179.0,0,0,SIM,646.55981,000,000
1649,09/09/2006,21,1,18,36,16,000,0,&nbsp,&nbsp,000,251,1.94155,11304,5727.0,0,0,SIM,1.133.88899,000,000
1650,12/09/2006,77,10,68,44,1,000,1,,BA,1.607.93734,272,1.74282,10602,5940.0,0,0,NÃO,000,000,000
1651,14/09/2006,57,26,61,45,5,000,1,,SP,304.53773,165,1.84569,7323,5524.0,0,0,NÃO,000,000,000
1652,16/09/2006,47,30,71,8,6,000,0,&nbsp,&nbsp,000,124,2.52502,6610,6292.0,0,0,SIM,313.10231,000,000
1653,19/09/2006,50,54,5,46,9,000,1,,MG,655.78677,268,1.27867,10176,4473.0,0,0,NÃO,000,000,000
1654,21/09/2006,50,65,15,58,51,000,1,,SP,305.11266,139,2.19506,5394,7514.0,0,0,NÃO,000,000,000
1655,23/09/2006,28,33,56,8,54,000,0,&nbsp,&nbsp,000,231,1.39782,9471,4529.0,0,0,SIM,322.89556,000,000
1656,26/09/2006,16,25,80,76,27,000,0,&nbsp,&nbsp,000,192,1.84532,7162,6571.0,0,0,SIM,677.19638,000,000
1657,28/09/2006,38,31,11,13,10,000,1,,SP,1.085.35619,471,86658,15026,3609.0,0,0,NÃO,000,000,000
1658,30/09/2006,55,37,74,46,56,000,1,,MS,318.14192,107,2.97329,5447,7759.0,0,0,NÃO,000,000,000
1659,03/10/2006,40,47,53,49,35,000,0,&nbsp,&nbsp,000,139,2.08078,7056,5445.0,0,0,SIM,289.22885,000,000
1660,05/10/2006,66,73,63,48,70,000,0,&nbsp,&nbsp,000,109,3.36136,5800,8391.0,0,0,SIM,655.61664,000,000
1661,07/10/2006,6,47,9,77,49,000,5,,CE,216.37299,298,1.43036,12033,4706.0,0,0,NÃO,000,000,000
1661,07/10/2006,6,47,9,77,49,000,5,,DF,216.37299,298,1.43036,12033,4706.0,0,0,NÃO,000,000,000
1661,07/10/2006,6,47,9,77,49,000,5,,MG,216.37299,298,1.43036,12033,4706.0,0,0,NÃO,000,000,000
1661,07/10/2006,6,47,9,77,49,000,5,,MG,216.37299,298,1.43036,12033,4706.0,0,0,NÃO,000,000,000
1661,07/10/2006,6,47,9,77,49,000,5,,SC,216.37299,298,1.43036,12033,4706.0,0,0,NÃO,000,000,000
1662,10/10/2006,57,45,6,70,59,000,1,,RJ,278.25786,106,2.60054,5336,6927.0,0,0,NÃO,000,000,000
1663,14/10/2006,5,28,12,71,68,000,1,,SP,374.99157,203,1.84725,9483,5253.0,0,0,NÃO,000,000,000
1664,17/10/2006,58,20,46,26,80,000,1,,PR,288.50181,105,2.74764,4890,7837.0,0,0,NÃO,000,000,000
1665,19/10/2006,62,1,71,60,61,000,0,&nbsp,&nbsp,000,74,3.78399,3148,11815.0,0,0,SIM,280.01570,000,000
1666,21/10/2006,51,29,52,47,73,000,1,,MG,585.15627,112,2.72447,5773,7021.0,0,0,NÃO,000,000,000
1667,24/10/2006,34,10,2,66,43,000,3,,SC,89.37239,162,1.65504,6300,5654.0,0,0,NÃO,000,000,000
1667,24/10/2006,34,10,2,66,43,000,3,,SP,89.37239,162,1.65504,6300,5654.0,0,0,NÃO,000,000,000
1667,24/10/2006,34,10,2,66,43,000,3,,SP,89.37239,162,1.65504,6300,5654.0,0,0,NÃO,000,000,000
1668,26/10/2006,71,77,59,31,12,000,0,&nbsp,&nbsp,000,73,3.66905,4575,7777.0,0,0,SIM,267.84100,000,000
1669,28/10/2006,46,63,49,16,53,000,0,&nbsp,&nbsp,000,192,1.82400,7870,5912.0,0,0,SIM,618.04885,000,000
1670,31/10/2006,76,60,21,77,24,000,0,&nbsp,&nbsp,000,89,4.29071,5582,9087.0,0,0,SIM,999.92226,1.500.00000,000
1671,04/11/2006,5,34,15,35,11,000,5,,RJ,308.88271,422,1.29027,18401,3932.0,0,0,NÃO,000,000,000
1671,04/11/2006,5,34,15,35,11,000,5,,RS,308.88271,422,1.29027,18401,3932.0,0,0,NÃO,000,000,000
1671,04/11/2006,5,34,15,35,11,000,5,,RS,308.88271,422,1.29027,18401,3932.0,0,0,NÃO,000,000,000
1671,04/11/2006,5,34,15,35,11,000,5,,RS,308.88271,422,1.29027,18401,3932.0,0,0,NÃO,000,000,000
1671,04/11/2006,5,34,15,35,11,000,5,,SP,308.88271,422,1.29027,18401,3932.0,0,0,NÃO,000,000,000
1672,07/11/2006,15,55,63,79,53,000,0,&nbsp,&nbsp,000,73,4.00865,5396,7204.0,0,0,SIM,292.63125,000,000
1673,09/11/2006,45,58,77,30,33,000,2,,MT,327.24555,156,2.31962,7863,6113.0,0,0,NÃO,000,000,000
1673,09/11/2006,45,58,77,30,33,000,2,,PI,327.24555,156,2.31962,7863,6113.0,0,0,NÃO,000,000,000
1674,11/11/2006,33,4,18,80,3,000,0,&nbsp,&nbsp,000,207,1.58329,10109,4307.0,0,0,SIM,327.73947,000,000
1675,14/11/2006,32,23,22,70,50,000,0,&nbsp,&nbsp,000,112,3.26585,6024,8066.0,0,0,SIM,693.51406,000,000
1676,16/11/2006,60,53,44,49,37,000,1,,BA,1.003.64067,114,2.72041,5969,6902.0,0,0,NÃO,000,000,000
1677,18/11/2006,52,59,44,77,41,000,2,,RJ,160.36845,116,2.76498,6028,7068.0,0,0,NÃO,000,000,000
1677,18/11/2006,52,59,44,77,41,000,2,,RS,160.36845,116,2.76498,6028,7068.0,0,0,NÃO,000,000,000
1678,21/11/2006,72,62,12,6,30,000,0,&nbsp,&nbsp,000,92,2.78551,5045,6748.0,0,0,SIM,256.26712,000,000
1679,23/11/2006,16,52,3,14,22,000,3,,DF,194.94821,245,1.34113,9654,4521.0,0,0,NÃO,000,000,000
1679,23/11/2006,16,52,3,14,22,000,3,,PI,194.94821,245,1.34113,9654,4521.0,0,0,NÃO,000,000,000
1679,23/11/2006,16,52,3,14,22,000,3,,SP,194.94821,245,1.34113,9654,4521.0,0,0,NÃO,000,000,000
1680,25/11/2006,67,21,60,79,38,000,0,&nbsp,&nbsp,000,95,3.23902,4933,8286.0,0,0,SIM,307.70621,000,000
1681,28/11/2006,56,27,71,1,32,000,0,&nbsp,&nbsp,000,122,2.78330,6349,7104.0,0,0,SIM,647.26864,000,000
1682,30/11/2006,1,4,47,36,65,000,0,&nbsp,&nbsp,000,130,2.82753,7142,6837.0,0,0,SIM,1.014.84720,000,000
1683,02/12/2006,54,28,22,47,18,000,1,,SP,1.516.43815,374,1.34116,14417,4622.0,0,0,NÃO,000,000,000
1684,05/12/2006,1,6,44,52,80,000,0,&nbsp,&nbsp,000,130,2.19266,6365,5949.0,0,0,SIM,285.04630,000,000
1685,07/12/2006,34,5,71,8,17,000,3,,MG,210.95018,241,1.44317,11049,4182.0,0,0,NÃO,000,000,000
1685,07/12/2006,34,5,71,8,17,000,3,,RJ,210.95018,241,1.44317,11049,4182.0,0,0,NÃO,000,000,000
1685,07/12/2006,34,5,71,8,17,000,3,,SP,210.95018,241,1.44317,11049,4182.0,0,0,NÃO,000,000,000
1686,09/12/2006,26,37,10,23,53,000,1,,BA,331.49639,198,1.67422,8909,4943.0,0,0,NÃO,000,000,000
1687,12/12/2006,49,33,76,55,69,000,4,,SP,76.09927,184,1.65434,6936,5830.0,0,0,NÃO,000,000,000
1687,12/12/2006,49,33,76,55,69,000,4,,SP,76.09927,184,1.65434,6936,5830.0,0,0,NÃO,000,000,000
1687,12/12/2006,49,33,76,55,69,000,4,,SP,76.09927,184,1.65434,6936,5830.0,0,0,NÃO,000,000,000
1687,12/12/2006,49,33,76,55,69,000,4,,SP,76.09927,184,1.65434,6936,5830.0,0,0,NÃO,000,000,000
1688,14/12/2006,6,14,27,5,4,000,3,,AL,98.78981,389,75899,12512,3146.0,0,0,NÃO,000,000,000
1688,14/12/2006,6,14,27,5,4,000,3,,ES,98.78981,389,75899,12512,3146.0,0,0,NÃO,000,000,000
1688,14/12/2006,6,14,27,5,4,000,3,,SP,98.78981,389,75899,12512,3146.0,0,0,NÃO,000,000,000
1689,16/12/2006,24,1,15,42,72,000,1,,TO,322.55899,155,2.08103,7932,5402.0,0,0,NÃO,000,000,000
1690,19/12/2006,46,8,64,9,65,000,1,,ES,289.58104,109,2.65671,5565,6912.0,0,0,NÃO,000,000,000
1691,21/12/2006,65,74,34,36,8,000,0,&nbsp,&nbsp,000,150,1.98771,6767,5853.0,0,0,SIM,298.15639,000,000
1692,23/12/2006,38,52,31,7,39,000,4,,GO,164.55131,231,1.55865,8420,5680.0,0,0,NÃO,000,000,000
1692,23/12/2006,38,52,31,7,39,000,4,,MG,164.55131,231,1.55865,8420,5680.0,0,0,NÃO,000,000,000
1692,23/12/2006,38,52,31,7,39,000,4,,SC,164.55131,231,1.55865,8420,5680.0,0,0,NÃO,000,000,000
1692,23/12/2006,38,52,31,7,39,000,4,,SC,164.55131,231,1.55865,8420,5680.0,0,0,NÃO,000,000,000
1693,26/12/2006,33,41,59,53,3,000,1,,RJ,211.75684,90,2.35285,4759,5911.0,0,0,NÃO,000,000,000
1694,28/12/2006,33,52,23,24,62,000,0,&nbsp,&nbsp,000,87,3.46594,4800,8345.0,0,0,SIM,301.53651,000,000
1695,30/12/2006,75,6,32,33,39,000,2,,MG,324.56165,120,2.89656,6931,6662.0,0,0,NÃO,000,000,000
